user_id,apparel,bags,shop_by_brand,drinkware,new,clearance,accessories,campus_collection,office,lifestyle,small_goods,uncategorized_items,stationery,google,writing_instruments,fun,unknown,electronics_accessories,notebooks_journals,gift_cards,black_lives_matter
uhymjkgspy,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0
mhorsfqfdq,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fykexdqwrk,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
amdadtxowk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fqewotikig,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ydgiawzjps,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rjegyokxef,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gaxbpznimp,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
gjlaahcmzf,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
xabiekawol,0,0,2,0,0,7,1,0,0,0,0,2,0,0,6,0,3,0,0,0,0
hzvefkufoq,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cghfvnwwxd,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ippnjkeior,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
dkorwxepkf,5,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
rrxezptndt,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xvvtutyjcb,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0
ggvgtceomt,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lzwwqxsufa,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zshyimwcqg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
whvkkbarxi,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
uppppfcltm,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eejggivjis,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
bhqyhzjdwm,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
betkuifbtz,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cykhgrdhba,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isjmqnmoet,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zphndnzwxg,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
wlexkwqvqx,1,2,1,1,1,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
itqmqwcekc,1,0,2,0,0,7,3,5,0,0,0,1,4,0,0,0,0,0,2,0,0
dguyuvidcq,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qyzmtozzyz,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ypbhpfhrtt,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
czsqqqdfbs,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isxumlbefu,3,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
arqigjkgqg,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nylytjbhrx,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qdelczrpqj,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vyhprlrzai,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iafyaaprox,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
loehbahkob,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ruegeklmyf,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vysgzngysq,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qhyxiuwitz,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vucsevvlgt,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kmrhrgxekd,1,0,0,1,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0
qsdiuxxhut,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
vsgtpxteba,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hqbhgskfvb,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yudffwxqev,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
oupqcjixux,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
hlxvckxdwj,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0
jquwrnfjft,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
koesyfvgdw,6,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
efzcogbydr,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
eledkiqebm,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
nztyzftkeg,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
onaxefwkjf,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
jibkpcitdl,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
aimprjidrx,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
uwzqnamjxa,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
kmrdtwkdoc,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ibybshzsdu,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kmkrtruqrg,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dfwghihveu,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jefhqqsuqa,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
vtvjswqlvk,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
estquvsprq,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
jkztnayrwr,0,0,2,0,5,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0
wmpyyvbqbu,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mzehtpqnnd,4,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
qaaigdudzj,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brkphwwege,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
wtdgdpwusl,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fwurewrbjf,4,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
okdtdftrss,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xhqofncfmo,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rzkpafmyxv,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sqniulldpg,1,0,0,2,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
vzyjfnncam,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tyxvilunkh,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tsdzysjgcw,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
lglnycurhb,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fjwbjvctgq,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
orhsuqxabo,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xfmrgmgpdo,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pslomxvwzg,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
pcwhxfhdtx,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cybbnmpbgp,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ljzaeuuwxb,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yhgitxexvb,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rrjtylqwxh,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
rpihrfwpon,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
coowglisgp,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bboatolond,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
jonqgrjcph,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
logrlxwlrl,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
evfnhufmlo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lthsnothmr,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
khohbbzcxo,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
ottzxmates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
vsmrsnebcg,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
mkhrnyexam,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
axhxbxrvzu,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xmeyqzkufw,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
eczanxmiwn,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
riwovhxbml,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
txkeqgvszv,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dsexjbzgly,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jvqjwdsljm,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
koruzhlerl,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
gkhmtetsoa,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
kcfzzlrams,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dujcheutiq,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
uaqqmjlifd,17,1,3,3,1,0,1,1,1,2,0,0,0,0,0,0,2,0,0,0,0
wtwpdkkpvt,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0
hwozleqgaa,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
iajqletuui,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
patyrfanop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
gacposqimw,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vfavchikkz,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
qtcwkjpifd,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bdaqaipdyg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cdodxwqbku,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bvmvvhgkxp,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0
fjkjtkafti,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
vrzmxjrdgh,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
quxfawctbm,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gihgqpsnrm,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ghtxdcprtk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xwlavrmkzd,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
zesmdeywnq,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
bkhxhjgdbf,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pvpmozcvvy,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
okiwcptped,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rojpemfhzg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sqgecyugtv,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
ypsklvdlil,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
dkuuhsgoyb,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gprnepfmda,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inqyokjwgb,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
arlgpcphxk,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kcvcshvkmf,1,9,0,13,1,11,1,10,13,0,0,0,0,0,0,0,0,0,0,0,0
joafcnnvgd,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zuairbgwtp,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lumtexffmn,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jnvpjplyga,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
hnxxfhxyto,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
brezmeslzh,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
hprisghjrh,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nuxqhqmaid,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
oqbrcfbjki,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vopdewvbmw,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dcafvrbspq,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
aerxjkiych,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
lqsxuztdkj,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zkfmuxqwbg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fiomopacmo,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
wflolzfbzp,4,3,4,2,0,1,0,4,1,0,0,0,6,0,0,0,0,0,0,0,0
ngumrhmfem,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
iwivjyrcpc,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aurnhzmlqh,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
kdfinmzxwj,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ajxabfrdxx,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jzbjqllrkj,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
chmtsrsllr,2,0,0,8,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0
jjkivwbvyr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
dqcmgqskop,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
azisccqnlp,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ctfjrgblff,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
yvecendhom,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0
tdtilozhvc,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ueqsciwdaa,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
euohaqvjnz,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
vvkoqtlspe,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ktoctlvsaq,2,0,10,0,4,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0
xejfibpvhv,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fdjjthhamz,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pdthctgfav,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
izltuzcary,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ubmuomvgcp,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
jhtpvavpcd,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stvsjvaeru,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ildzsnrqfr,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bysklpapgg,2,1,0,0,3,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0
bfbfkbsnra,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yluuaykfjx,0,0,0,0,14,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0
qddvholaqh,9,0,0,0,2,4,6,22,0,0,0,0,0,2,0,0,7,0,0,0,0
rsbfauniut,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sxsdpmxqml,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
sexrlistxh,3,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
uyjwjhlhes,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
fuqxvcyqrj,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cdakusxqxa,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cyzrottbmk,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
iaooojofxr,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fgexylcoab,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sjsotpnziu,1,0,1,0,1,2,0,0,2,0,0,0,8,0,0,0,2,0,0,0,0
whixthrerc,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0
vcefpocqhw,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nvldpalxfh,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ebbjebqkbu,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qnkfcokpto,5,0,0,0,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
gppouxmoxs,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qerfnwptls,3,1,0,0,1,0,4,1,2,0,1,0,2,0,0,0,0,0,0,0,0
onlzttwrxn,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
yqhhjwgday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lufldguqrg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
njusbuoiaf,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ryzpxbpsbb,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
lgnodbwimn,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
obmwiiexnw,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
zqjukqwzwr,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fnkcmmnntc,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lliqlqmffj,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
zhglruefuq,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hrrklytnmw,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ntkpdltdyb,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
wctkyusmni,0,2,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
jmxajlxhlg,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ksfsakuccs,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kddeqmgmlo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
urtsshqryq,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
vojxaqpnvh,2,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0
eikpjspbbs,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
otqcmesxzh,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tljnzbncud,2,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clkcqxjibq,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
msvlitybwo,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jjclsthqbp,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yqheyzftjs,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pacpiejmma,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dtonouolwa,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0
jeiljaccgp,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
uvzpqvzffa,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jjynzfzmqz,2,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jmhmedfhxt,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jmmjamulep,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
agptyjwmlq,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
jshbterzqm,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
pcihrhizew,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
lqsbqfghfh,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lcqwihksbi,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
getggoxsdj,8,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ikpzlyjhas,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0
gbpfrkyhpa,0,3,1,0,2,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0
stoqhrhwui,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
iwexbxokon,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
yxhcanyqrw,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0
tojthswuat,1,0,0,1,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0
ejzabwbbox,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
xptooweeuf,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ihsxbmquta,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
srwhelswth,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
btckfqgrxh,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hkfmkccrgg,0,0,0,0,4,0,2,4,8,0,0,0,0,0,0,0,0,0,0,0,0
mkoitcfrqp,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
jtklamcsfq,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
fpibivrrbq,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0
kfalesveee,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jltidallvk,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ybarmekryb,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
mqgnzgmxdg,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
czhsofeeny,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
fdrprxoabf,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
khfoaevaci,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ikunlvxibz,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ryekkkmmig,0,0,0,0,6,0,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0
qrpiwozxlt,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bldivygqaz,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pvcrzccdtj,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
fnkumdhdps,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
nmwwysfkmx,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
