date,hits,keyword,geo,time,gprop,category
2019-02-01T00:00:00Z,45,public tv news,US,2018-01-01 2024-05-31,web,0
2019-03-01T00:00:00Z,42,public tv news,US,2018-01-01 2024-05-31,web,0
2019-04-01T00:00:00Z,40,public tv news,US,2018-01-01 2024-05-31,web,0
2019-05-01T00:00:00Z,60,public tv news,US,2018-01-01 2024-05-31,web,0
2019-06-01T00:00:00Z,34,public tv news,US,2018-01-01 2024-05-31,web,0
2019-07-01T00:00:00Z,56,public tv news,US,2018-01-01 2024-05-31,web,0
2019-08-01T00:00:00Z,41,public tv news,US,2018-01-01 2024-05-31,web,0
2019-09-01T00:00:00Z,40,public tv news,US,2018-01-01 2024-05-31,web,0
2019-10-01T00:00:00Z,44,public tv news,US,2018-01-01 2024-05-31,web,0
2019-11-01T00:00:00Z,41,public tv news,US,2018-01-01 2024-05-31,web,0
2019-12-01T00:00:00Z,36,public tv news,US,2018-01-01 2024-05-31,web,0
2020-01-01T00:00:00Z,23,public tv news,US,2018-01-01 2024-05-31,web,0
2020-02-01T00:00:00Z,32,public tv news,US,2018-01-01 2024-05-31,web,0
2020-03-01T00:00:00Z,70,public tv news,US,2018-01-01 2024-05-31,web,0
2020-04-01T00:00:00Z,51,public tv news,US,2018-01-01 2024-05-31,web,0
2020-05-01T00:00:00Z,43,public tv news,US,2018-01-01 2024-05-31,web,0
2020-06-01T00:00:00Z,35,public tv news,US,2018-01-01 2024-05-31,web,0
2020-07-01T00:00:00Z,38,public tv news,US,2018-01-01 2024-05-31,web,0
2020-08-01T00:00:00Z,36,public tv news,US,2018-01-01 2024-05-31,web,0
2020-09-01T00:00:00Z,35,public tv news,US,2018-01-01 2024-05-31,web,0
2020-10-01T00:00:00Z,39,public tv news,US,2018-01-01 2024-05-31,web,0
2020-11-01T00:00:00Z,41,public tv news,US,2018-01-01 2024-05-31,web,0
2020-12-01T00:00:00Z,26,public tv news,US,2018-01-01 2024-05-31,web,0
2021-01-01T00:00:00Z,39,public tv news,US,2018-01-01 2024-05-31,web,0
2021-02-01T00:00:00Z,31,public tv news,US,2018-01-01 2024-05-31,web,0
2021-03-01T00:00:00Z,36,public tv news,US,2018-01-01 2024-05-31,web,0
2021-04-01T00:00:00Z,31,public tv news,US,2018-01-01 2024-05-31,web,0
2021-05-01T00:00:00Z,36,public tv news,US,2018-01-01 2024-05-31,web,0
2021-06-01T00:00:00Z,23,public tv news,US,2018-01-01 2024-05-31,web,0
2021-07-01T00:00:00Z,29,public tv news,US,2018-01-01 2024-05-31,web,0
2021-08-01T00:00:00Z,29,public tv news,US,2018-01-01 2024-05-31,web,0
2021-09-01T00:00:00Z,31,public tv news,US,2018-01-01 2024-05-31,web,0
2021-10-01T00:00:00Z,24,public tv news,US,2018-01-01 2024-05-31,web,0
2021-11-01T00:00:00Z,19,public tv news,US,2018-01-01 2024-05-31,web,0
2021-12-01T00:00:00Z,27,public tv news,US,2018-01-01 2024-05-31,web,0
2022-01-01T00:00:00Z,31,public tv news,US,2018-01-01 2024-05-31,web,0
2022-02-01T00:00:00Z,45,public tv news,US,2018-01-01 2024-05-31,web,0
2022-03-01T00:00:00Z,35,public tv news,US,2018-01-01 2024-05-31,web,0
2022-04-01T00:00:00Z,43,public tv news,US,2018-01-01 2024-05-31,web,0
2022-05-01T00:00:00Z,43,public tv news,US,2018-01-01 2024-05-31,web,0
2022-06-01T00:00:00Z,38,public tv news,US,2018-01-01 2024-05-31,web,0
2022-07-01T00:00:00Z,27,public tv news,US,2018-01-01 2024-05-31,web,0
2022-08-01T00:00:00Z,31,public tv news,US,2018-01-01 2024-05-31,web,0
2022-09-01T00:00:00Z,41,public tv news,US,2018-01-01 2024-05-31,web,0
2022-10-01T00:00:00Z,46,public tv news,US,2018-01-01 2024-05-31,web,0
2022-11-01T00:00:00Z,41,public tv news,US,2018-01-01 2024-05-31,web,0
2022-12-01T00:00:00Z,36,public tv news,US,2018-01-01 2024-05-31,web,0
2023-01-01T00:00:00Z,34,public tv news,US,2018-01-01 2024-05-31,web,0
2023-02-01T00:00:00Z,45,public tv news,US,2018-01-01 2024-05-31,web,0
2023-03-01T00:00:00Z,41,public tv news,US,2018-01-01 2024-05-31,web,0
2023-04-01T00:00:00Z,46,public tv news,US,2018-01-01 2024-05-31,web,0
2023-05-01T00:00:00Z,39,public tv news,US,2018-01-01 2024-05-31,web,0
2023-06-01T00:00:00Z,31,public tv news,US,2018-01-01 2024-05-31,web,0
2023-07-01T00:00:00Z,26,public tv news,US,2018-01-01 2024-05-31,web,0
2023-08-01T00:00:00Z,24,public tv news,US,2018-01-01 2024-05-31,web,0
2023-09-01T00:00:00Z,39,public tv news,US,2018-01-01 2024-05-31,web,0
2023-10-01T00:00:00Z,45,public tv news,US,2018-01-01 2024-05-31,web,0
2023-11-01T00:00:00Z,49,public tv news,US,2018-01-01 2024-05-31,web,0
2023-12-01T00:00:00Z,34,public tv news,US,2018-01-01 2024-05-31,web,0
2024-01-01T00:00:00Z,27,public tv news,US,2018-01-01 2024-05-31,web,0
2024-02-01T00:00:00Z,43,public tv news,US,2018-01-01 2024-05-31,web,0
2024-03-01T00:00:00Z,33,public tv news,US,2018-01-01 2024-05-31,web,0
2024-04-01T00:00:00Z,52,public tv news,US,2018-01-01 2024-05-31,web,0
2024-05-01T00:00:00Z,100,public tv news,US,2018-01-01 2024-05-31,web,0
