date,team_name,opponent,w_l,set_wins,set_loss,s,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,block_solos,block_assists,opp_kills,opp_errors,opp_total_attacks,opp_hit_pct,opp_assists,opp_aces,opp_serr,opp_digs,opp_block_solos,opp_block_assists,ms
2021-01-22,Illinois Fighting Illini,@ Iowa,win,3,1,4,55,28,139,0.194,48,14,10,61,1,25,36,25,131,0.084,30,6,2,45,2,18,0
2021-01-23,Illinois Fighting Illini,@ Iowa,win,3,1,4,49,21,122,0.23,44,10,11,46,2,22,37,24,117,0.111,36,1,8,43,1,20,0
2021-01-29,Illinois Fighting Illini,Wisconsin,loss,0,3,3,36,19,101,0.168,27,3,9,34,1,4,48,9,105,0.371,42,4,9,39,2,12,0
2021-01-30,Illinois Fighting Illini,Wisconsin,loss,1,3,4,48,22,129,0.202,45,7,10,47,1,12,55,14,123,0.333,46,5,11,47,1,14,0
2021-02-05,Illinois Fighting Illini,@ Penn St.,loss,1,3,4,49,19,112,0.268,47,5,11,48,0,14,52,14,124,0.306,48,5,15,42,2,12,0
2021-02-06,Illinois Fighting Illini,@ Penn St.,loss,2,3,5,55,31,167,0.144,54,9,14,57,3,16,63,21,148,0.284,56,9,10,67,3,20,0
2021-02-09,Illinois Fighting Illini,@  Northwestern,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,56,15,141,0.291,48,2,12,49,4,14,0
2021-02-13,Illinois Fighting Illini,@  Northwestern,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,63,18,168,0.268,52,2,10,77,1,24,0
2021-02-19,Illinois Fighting Illini,Ohio St.,loss,1,3,4,47,29,137,0.131,43,6,10,53,2,12,44,15,103,0.282,38,2,3,47,2,12,0
2021-02-20,Illinois Fighting Illini,Ohio St.,loss,2,3,5,59,29,178,0.169,53,11,6,76,0,16,39,14,102,0.245,35,4,8,39,1,12,0
2021-02-27,Illinois Fighting Illini,@  Michigan St.,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,57,18,179,0.218,52,4,6,72,2,24,0
2021-02-28,Illinois Fighting Illini,@  Michigan St.,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,33,12,97,0.216,30,2,5,49,1,28,0
2021-03-05,Illinois Fighting Illini,Nebraska,loss,0,3,3,36,19,111,0.153,31,5,10,35,1,12,32,24,135,0.059,30,4,9,55,0,29,0
2021-03-06,Illinois Fighting Illini,Nebraska,loss,0,3,3,41,25,118,0.136,36,6,11,39,0,8,52,21,139,0.223,51,8,11,64,1,16,0
2021-03-12,Illinois Fighting Illini,@ Minnesota,loss,2,3,5,71,33,185,0.205,64,5,6,90,1,22,31,20,93,0.118,29,1,3,30,1,4,0
2021-03-13,Illinois Fighting Illini,@ Minnesota,loss,0,3,3,32,29,124,0.024,31,7,10,45,2,6,44,29,125,0.12,34,1,8,48,2,14,0
2021-03-19,Illinois Fighting Illini,Maryland,win,3,1,4,51,34,162,0.105,44,12,12,67,2,10,43,14,118,0.246,38,6,6,56,0,24,0
2021-03-20,Illinois Fighting Illini,Maryland,win,3,2,5,63,30,171,0.193,53,5,14,60,1,14,63,25,179,0.212,57,6,7,80,0,28,0
2021-03-26,Illinois Fighting Illini,Indiana,win,3,0,3,41,14,95,0.284,35,7,8,33,1,12,0,0,0,0,0,0,0,0,0,0,0
2021-03-27,Illinois Fighting Illini,Indiana,win,3,1,4,52,22,131,0.229,47,8,10,46,2,27,0,0,0,0,0,0,0,0,0,0,0
2021-04-02,Illinois Fighting Illini,@ Purdue,loss,0,3,3,33,22,127,0.087,32,2,5,51,0,12,0,0,0,0,0,0,0,0,0,0,0
2021-04-03,Illinois Fighting Illini,@ Purdue,win,3,2,5,66,28,186,0.204,55,2,8,77,0,18,0,0,0,0,0,0,0,0,0,0,0
2021-08-27,Illinois Fighting Illini,"UC Santa Barbara @ Milwaukee, WI",win,3,2,5,63,33,178,0.169,54,12,10,59,3,18,61,31,164,0.183,58,3,6,73,4,20,NA
2021-08-27,Illinois Fighting Illini,@ Milwaukee,win,3,0,3,39,24,110,0.136,38,9,6,42,3,14,28,19,95,0.095,26,2,7,43,3,16,NA
2021-08-28,Illinois Fighting Illini,"Valparaiso @ Milwaukee, WI",win,3,0,3,47,15,115,0.278,42,8,9,56,1,8,32,12,109,0.183,29,0,6,48,1,8,NA
2021-09-03,Illinois Fighting Illini,Washington,loss,1,3,4,57,33,144,0.167,53,8,12,49,0,16,48,19,128,0.227,40,10,5,43,1,24,NA
2021-09-04,Illinois Fighting Illini,Colorado,loss,2,3,5,55,33,178,0.124,46,15,9,63,2,18,57,28,156,0.186,54,2,6,79,0,22,NA
2021-09-10,Illinois Fighting Illini,"Omaha @ Omaha, NE",win,3,1,4,51,14,121,0.306,45,9,6,53,1,10,43,18,131,0.191,41,3,9,49,0,4,NA
2021-09-10,Illinois Fighting Illini,"SMU @ Omaha, NE",win,3,0,3,41,11,98,0.306,40,7,9,49,1,12,23,21,99,0.02,23,1,4,39,0,10,NA
2021-09-11,Illinois Fighting Illini,@ Creighton,loss,1,3,4,54,30,178,0.135,49,5,9,83,2,12,65,24,183,0.224,58,2,8,86,0,22,NA
2021-09-17,Illinois Fighting Illini,"Missouri @ Normal, IL",win,3,0,3,47,12,95,0.368,39,5,6,42,0,12,29,11,87,0.207,25,3,8,34,0,12,NA
2021-09-17,Illinois Fighting Illini,@ Illinois St.,win,3,0,3,43,10,88,0.375,39,7,8,37,1,16,28,19,93,0.097,26,2,5,26,0,16,NA
2021-09-18,Illinois Fighting Illini,"North Texas @ Normal, IL",win,3,0,3,40,17,102,0.225,39,12,8,45,0,9,26,16,93,0.108,24,1,6,35,1,13,NA
2021-09-22,Illinois Fighting Illini,@ Iowa,win,3,2,5,58,20,172,0.221,51,8,11,89,0,22,55,29,191,0.136,49,9,10,86,0,8,NA
2021-09-25,Illinois Fighting Illini,Northwestern,win,3,2,5,65,19,137,0.336,59,6,11,49,1,23,56,30,141,0.184,48,5,5,47,2,12,NA
2021-10-01,Illinois Fighting Illini,@ Purdue,win,3,2,5,66,31,195,0.179,61,4,11,86,1,18,61,23,178,0.213,55,6,7,89,3,24,NA
2021-10-03,Illinois Fighting Illini,Wisconsin,loss,1,3,4,48,20,142,0.197,43,5,5,50,4,14,65,21,152,0.289,58,4,6,66,3,8,NA
2021-10-06,Illinois Fighting Illini,Purdue,loss,2,3,5,63,29,165,0.206,56,8,13,70,2,12,61,25,163,0.221,47,2,10,65,0,22,NA
2021-10-09,Illinois Fighting Illini,@ Wisconsin,loss,1,3,4,32,25,125,0.056,28,4,9,55,2,20,54,20,137,0.248,44,9,13,58,0,20,NA
2021-10-13,Illinois Fighting Illini,Iowa,win,3,0,3,40,11,89,0.326,37,6,7,41,2,16,32,22,101,0.099,27,2,7,32,0,5,NA
2021-10-16,Illinois Fighting Illini,@ Nebraska,loss,0,3,3,30,19,110,0.1,27,1,11,37,1,16,42,15,101,0.267,42,3,8,52,0,10,NA
2021-10-20,Illinois Fighting Illini,@ Northwestern,win,3,1,4,51,12,116,0.336,48,10,9,44,4,18,48,20,128,0.219,46,7,10,43,3,2,NA
2021-10-23,Illinois Fighting Illini,Michigan,win,3,1,4,55,21,155,0.219,49,9,12,67,0,21,52,24,151,0.185,47,4,12,67,0,18,NA
2021-10-29,Illinois Fighting Illini,@ Rutgers,win,3,2,5,60,23,172,0.215,54,12,11,83,4,12,56,25,174,0.178,49,5,13,75,0,22,NA
2021-10-30,Illinois Fighting Illini,@ Penn St.,win,3,1,4,58,15,144,0.299,56,8,6,57,0,18,68,18,153,0.327,62,5,12,64,2,10,NA
2021-11-04,Illinois Fighting Illini,Nebraska,loss,0,3,3,39,15,132,0.182,34,2,9,56,1,12,42,16,126,0.206,42,6,3,66,2,8,NA
2021-11-06,Illinois Fighting Illini,Minnesota,loss,0,3,3,31,19,103,0.117,30,6,5,37,1,4,46,9,112,0.33,40,5,5,46,2,8,NA
2021-11-12,Illinois Fighting Illini,Indiana,win,3,0,3,47,11,94,0.383,45,5,7,40,1,12,25,19,90,0.067,24,2,3,28,0,8,NA
2021-11-14,Illinois Fighting Illini,Ohio St.,loss,0,3,3,38,20,111,0.162,35,4,6,48,1,14,46,13,117,0.282,43,3,11,49,0,19,NA
2021-11-19,Illinois Fighting Illini,@ Indiana,win,3,0,3,41,12,94,0.309,34,6,11,45,2,12,27,17,102,0.098,22,1,8,38,1,2,NA
2021-11-21,Illinois Fighting Illini,Maryland,win,3,0,3,45,11,104,0.327,43,6,8,46,2,10,30,18,102,0.118,25,1,5,38,0,8,NA
2021-11-24,Illinois Fighting Illini,@ Michigan,loss,1,3,4,62,26,158,0.228,59,5,10,67,1,6,62,11,149,0.342,55,2,12,66,2,12,NA
2021-11-26,Illinois Fighting Illini,@ Michigan St.,win,3,0,3,38,10,84,0.333,37,11,6,35,0,14,26,20,89,0.067,25,3,5,34,1,4,NA
2021-12-03,Illinois Fighting Illini,"West Virginia @ Lexington, KY",win,3,1,4,67,19,157,0.306,61,6,5,76,2,19,52,22,163,0.184,49,3,3,68,1,10,NA
2021-12-04,Illinois Fighting Illini,@ Kentucky,win,3,1,4,71,17,163,0.331,65,3,6,71,2,10,49,18,149,0.208,45,4,3,59,0,12,NA
2021-12-09,Illinois Fighting Illini,"Nebraska @ Austin, TX",loss,0,3,3,26,17,102,0.088,23,4,7,47,0,10,41,14,104,0.26,38,8,4,51,1,10,NA
2022-08-27,Illinois Fighting Illini,"Georgia Tech @ Oxford, MS",loss,0,3,3,36,19,95,0.179,35,0,10,27,1,6,38,13,87,0.287,35,5,4,32,1,14,NA
2022-08-28,Illinois Fighting Illini,@ Ole Miss,win,3,1,4,49,23,113,0.23,42,8,9,33,1,14,48,23,114,0.219,44,3,11,31,3,16,NA
2022-09-03,Illinois Fighting Illini,@ Colorado,loss,0,3,3,40,20,108,0.185,38,4,10,40,0,10,46,9,100,0.37,43,1,11,41,1,14,NA
2022-09-04,Illinois Fighting Illini,"Washington @ Boulder, CO",loss,1,3,4,47,23,129,0.186,46,6,12,45,1,24,56,17,132,0.295,52,6,7,50,1,6,NA
2022-09-09,Illinois Fighting Illini,"Missouri St. @ Dayton, OH",win,3,1,4,58,18,123,0.325,57,18,17,49,2,10,29,14,100,0.15,27,4,6,40,0,6,NA
2022-09-10,Illinois Fighting Illini,"Villanova @ Dayton, OH",win,3,0,3,38,9,72,0.403,36,9,13,20,2,18,19,21,67,-0.03,18,0,5,21,1,8,NA
2022-09-10,Illinois Fighting Illini,@ Dayton,win,3,0,3,45,19,118,0.22,43,4,10,52,1,14,30,17,106,0.123,29,3,7,43,1,12,NA
2022-09-14,Illinois Fighting Illini,@ Eastern Ill.,win,3,0,3,41,21,115,0.174,38,8,10,49,1,22,26,20,101,0.059,23,3,5,44,1,14,NA
2022-09-17,Illinois Fighting Illini,"Illinois St. @ Milwaukee, WI",loss,2,3,5,55,27,161,0.174,51,7,16,67,0,12,49,22,149,0.181,47,6,11,69,0,12,NA
2022-09-17,Illinois Fighting Illini,@ Marquette,loss,2,3,5,56,22,141,0.241,53,9,15,55,3,10,55,23,142,0.225,53,7,9,62,3,8,NA
2022-09-23,Illinois Fighting Illini,Maryland,win,3,1,4,55,23,140,0.229,50,5,13,53,2,6,37,21,122,0.131,29,5,8,48,1,22,NA
2022-09-24,Illinois Fighting Illini,Northwestern,win,3,0,3,37,13,92,0.261,34,8,6,28,2,14,39,22,91,0.187,34,1,7,35,1,12,NA
2022-09-30,Illinois Fighting Illini,Purdue,loss,2,3,5,62,22,174,0.23,57,5,15,50,2,10,58,21,139,0.266,52,6,8,70,3,6,NA
2022-10-02,Illinois Fighting Illini,@ Wisconsin,loss,2,3,5,58,33,180,0.139,55,4,11,75,1,16,62,22,171,0.234,59,6,11,76,0,26,NA
2022-10-07,Illinois Fighting Illini,@ Maryland,win,3,0,3,52,20,121,0.264,48,3,6,54,1,10,29,15,105,0.133,26,4,4,42,2,17,NA
2022-10-09,Illinois Fighting Illini,@ Penn St.,loss,0,3,3,32,16,99,0.162,31,1,9,33,2,16,47,22,108,0.231,47,3,7,48,1,12,NA
2022-10-12,Illinois Fighting Illini,Rutgers,win,3,0,3,47,13,99,0.343,42,3,13,43,0,18,25,17,90,0.089,24,4,8,33,0,12,NA
2022-10-15,Illinois Fighting Illini,@ Minnesota,loss,0,3,3,42,16,109,0.239,40,9,14,31,0,12,38,12,85,0.306,34,5,2,43,0,2,NA
2022-10-19,Illinois Fighting Illini,@ Ohio St.,loss,0,3,3,31,17,91,0.154,29,6,7,37,2,6,44,10,92,0.37,40,6,9,40,0,8,NA
2022-10-22,Illinois Fighting Illini,Nebraska,loss,0,3,3,30,15,93,0.161,28,3,10,29,1,10,44,13,97,0.32,38,5,5,44,1,10,NA
2022-10-26,Illinois Fighting Illini,Penn St.,win,3,1,4,53,17,120,0.3,50,5,16,39,2,26,52,25,123,0.22,49,2,11,43,4,12,NA
2022-10-30,Illinois Fighting Illini,@ Rutgers,win,3,1,4,59,17,120,0.35,56,9,11,44,1,24,40,20,111,0.18,37,6,5,35,1,14,NA
2022-11-03,Illinois Fighting Illini,Wisconsin,loss,0,3,3,34,27,107,0.065,33,7,5,43,1,10,39,16,104,0.221,35,3,3,40,0,22,NA
2022-11-06,Illinois Fighting Illini,Minnesota,loss,2,3,5,68,32,162,0.222,65,5,9,63,0,16,54,18,139,0.259,48,6,6,57,3,16,NA
2022-11-11,Illinois Fighting Illini,@ Michigan St.,win,3,0,3,41,17,105,0.229,38,4,9,39,0,20,39,25,111,0.126,38,3,4,45,2,14,NA
2022-11-12,Illinois Fighting Illini,@ Michigan,win,3,1,4,53,19,135,0.252,50,13,12,40,4,18,54,26,127,0.22,53,5,5,57,1,13,NA
2022-11-18,Illinois Fighting Illini,Michigan St.,win,3,1,4,53,24,143,0.203,49,7,11,58,0,22,48,26,145,0.152,44,6,8,60,1,8,NA
2022-11-20,Illinois Fighting Illini,Iowa,win,3,0,3,43,10,102,0.324,38,5,8,36,1,18,38,21,99,0.172,36,5,3,44,1,4,NA
2022-11-23,Illinois Fighting Illini,@ Indiana,loss,1,3,4,48,18,135,0.222,46,8,9,53,1,14,63,19,144,0.306,60,6,12,65,1,14,NA
2022-11-25,Illinois Fighting Illini,@ Northwestern,loss,0,3,3,33,19,103,0.136,31,8,9,32,0,10,37,13,88,0.273,36,10,4,42,1,10,NA
2023-08-26,Illinois Fighting Illini,@ NIU,win,3,1,4,58,18,143,0.28,54,8,13,61,1,16,46,24,144,0.153,45,9,4,62,2,8,NA
2023-08-29,Illinois Fighting Illini,Valparaiso,win,3,0,3,45,8,96,0.385,41,2,11,44,3,18,28,22,108,0.056,27,3,4,34,0,4,NA
2023-09-01,Illinois Fighting Illini,Wichita St.,loss,2,3,5,55,32,173,0.133,50,1,8,69,3,22,60,28,168,0.19,56,5,13,75,0,20,NA
2023-09-03,Illinois Fighting Illini,Illinois St.,win,3,1,4,49,19,139,0.216,41,7,16,50,1,24,44,27,137,0.124,37,7,8,60,3,6,NA
2023-09-05,Illinois Fighting Illini,@ UIC,win,3,1,4,61,12,132,0.371,52,2,4,55,3,12,53,26,153,0.176,45,2,7,40,0,8,NA
2023-09-07,Illinois Fighting Illini,@ Notre Dame,loss,0,3,3,35,21,122,0.115,32,6,7,43,0,16,42,18,107,0.224,41,5,2,54,0,20,NA
2023-09-08,Illinois Fighting Illini,"Oklahoma @ Notre Dame, IN",loss,0,3,3,34,16,100,0.18,32,5,4,36,1,11,49,12,109,0.339,44,6,5,45,0,20,NA
2023-09-12,Illinois Fighting Illini,@ Bradley,win,3,1,4,48,20,123,0.228,43,10,8,41,3,16,52,23,124,0.234,47,9,7,48,3,4,NA
2023-09-14,Illinois Fighting Illini,"Southern California @ West Lafayette, IN",loss,2,3,5,53,20,167,0.198,46,5,10,68,1,18,61,21,163,0.245,60,10,16,76,0,22,NA
2023-09-15,Illinois Fighting Illini,"UCF @ West Lafayette, IN",loss,2,3,5,54,25,134,0.216,50,6,9,49,4,12,62,20,140,0.3,57,11,11,49,2,12,NA
2023-09-20,Illinois Fighting Illini,@ Indiana,loss,1,3,4,43,35,150,0.053,42,7,11,66,0,10,43,15,138,0.203,42,9,7,60,2,32,NA
2023-09-24,Illinois Fighting Illini,Michigan St.,win,3,2,5,70,27,177,0.243,53,2,13,64,4,26,60,29,175,0.177,54,8,11,68,2,18,NA
2023-09-29,Illinois Fighting Illini,Penn St.,loss,0,3,3,32,19,108,0.12,30,3,5,45,1,18,48,19,118,0.246,37,1,6,45,1,18,NA
2023-09-30,Illinois Fighting Illini,Iowa,win,3,0,3,47,14,116,0.284,41,6,10,49,0,19,40,19,118,0.178,37,4,8,49,0,8,NA
2023-10-04,Illinois Fighting Illini,@ Purdue,loss,0,3,3,27,16,94,0.117,27,2,10,46,2,8,38,11,98,0.276,35,9,6,47,2,4,NA
2023-10-07,Illinois Fighting Illini,Wisconsin,loss,0,3,3,28,19,106,0.085,21,2,3,34,0,8,46,8,98,0.388,41,6,8,48,1,22,NA
2023-10-13,Illinois Fighting Illini,@ Ohio St.,loss,1,3,4,51,20,130,0.238,50,12,11,47,1,10,52,19,131,0.252,47,8,8,53,0,14,NA
2023-10-15,Illinois Fighting Illini,Rutgers,win,3,1,4,51,21,129,0.233,46,7,12,52,2,16,45,21,135,0.178,43,4,12,54,2,8,NA
2023-10-20,Illinois Fighting Illini,@ Maryland,win,3,2,5,50,18,153,0.209,47,9,15,67,5,24,57,36,180,0.117,50,5,12,74,0,8,NA
2023-10-22,Illinois Fighting Illini,@ Rutgers,win,3,2,5,58,23,159,0.22,54,8,12,64,4,16,55,27,158,0.177,53,9,9,69,4,12,NA
2023-10-25,Illinois Fighting Illini,Indiana,win,3,2,5,55,22,169,0.195,49,10,8,68,1,14,71,21,174,0.287,57,3,8,78,4,8,NA
2023-10-28,Illinois Fighting Illini,Purdue,win,3,1,4,52,23,144,0.201,48,4,10,50,0,31,51,34,144,0.118,47,2,5,59,1,22,NA
2023-11-01,Illinois Fighting Illini,Northwestern,win,3,0,3,50,17,123,0.268,43,6,10,48,1,10,39,15,119,0.202,34,2,2,51,0,10,NA
2023-11-04,Illinois Fighting Illini,@ Wisconsin,loss,0,3,3,24,24,84,0,24,3,5,27,0,4,40,7,83,0.398,36,6,4,29,1,32,NA
2023-11-10,Illinois Fighting Illini,@ Iowa,win,3,0,3,47,14,106,0.311,41,11,2,50,1,8,29,10,96,0.198,27,1,6,36,1,10,NA
2023-11-12,Illinois Fighting Illini,@ Nebraska,loss,1,3,4,39,25,128,0.109,38,5,7,44,2,14,54,22,135,0.237,50,10,8,52,1,17,NA
2023-11-15,Illinois Fighting Illini,Ohio St.,win,3,2,5,66,18,165,0.291,56,12,7,68,2,14,63,22,167,0.246,55,6,8,68,1,8,NA
2023-11-18,Illinois Fighting Illini,Michigan,win,3,0,3,41,10,86,0.36,38,7,13,34,0,14,25,18,88,0.08,23,1,4,29,0,4,NA
2023-11-24,Illinois Fighting Illini,@ Minnesota,loss,0,3,3,34,21,122,0.107,33,7,6,47,1,14,45,11,112,0.304,40,3,5,57,0,14,NA
2023-11-25,Illinois Fighting Illini,@ Northwestern,loss,0,3,3,35,25,113,0.088,34,1,9,48,1,6,31,8,92,0.25,27,7,2,47,1,14,NA
2021-01-22,Indiana Hoosiers,Nebraska,loss,0,3,3,27,15,86,0.14,24,5,10,21,2,8,41,15,82,0.317,36,7,10,36,0,10,0
2021-01-23,Indiana Hoosiers,Nebraska,loss,0,3,3,30,25,104,0.048,28,2,7,39,2,4,39,16,101,0.228,34,4,7,43,3,18,0
2021-01-29,Indiana Hoosiers,@ Rutgers,loss,1,3,4,44,31,146,0.089,42,4,6,62,3,14,46,19,132,0.205,43,9,12,58,1,26,0
2021-01-30,Indiana Hoosiers,@ Rutgers,win,3,1,4,54,19,132,0.265,50,7,4,52,1,14,49,12,118,0.314,46,7,8,50,3,10,0
2021-02-05,Indiana Hoosiers,@ Iowa,loss,1,3,4,46,31,130,0.115,43,4,6,40,3,12,51,24,119,0.227,48,6,7,44,1,32,0
2021-02-06,Indiana Hoosiers,@ Iowa,win,3,2,5,61,20,149,0.275,56,6,9,54,4,36,59,39,156,0.128,55,11,10,58,1,12,0
2021-02-12,Indiana Hoosiers,Wisconsin,loss,0,3,3,21,23,93,-0.022,21,4,4,33,6,8,44,14,95,0.316,40,4,12,41,0,18,0
2021-02-13,Indiana Hoosiers,Wisconsin,loss,0,3,3,34,14,80,0.25,31,5,12,26,1,6,42,8,81,0.42,41,7,11,27,1,14,0
2021-02-19,Indiana Hoosiers,@ Penn St.,loss,1,3,4,40,30,135,0.074,39,3,5,45,1,2,57,15,121,0.347,54,5,10,51,4,12,0
2021-02-20,Indiana Hoosiers,@ Penn St.,loss,0,3,3,31,16,88,0.17,31,1,2,37,0,8,52,13,107,0.364,44,5,12,37,2,10,0
2021-02-23,Indiana Hoosiers,Purdue,loss,0,3,3,26,18,90,0.089,26,3,9,27,2,6,37,16,82,0.256,32,5,5,40,2,18,0
2021-02-28,Indiana Hoosiers,@ Purdue,loss,0,3,3,30,24,109,0.055,26,0,5,39,1,4,42,9,93,0.355,40,3,6,49,1,18,0
2021-03-05,Indiana Hoosiers,Maryland,win,3,0,3,40,17,89,0.258,35,8,11,35,2,4,31,13,82,0.22,28,4,15,29,2,12,0
2021-03-06,Indiana Hoosiers,Maryland,loss,1,3,4,42,30,149,0.081,37,7,11,58,0,11,49,14,127,0.276,44,4,16,61,2,28,0
2021-03-12,Indiana Hoosiers,@ Michigan,loss,2,3,5,49,25,135,0.178,46,13,4,51,4,25,77,29,162,0.296,73,6,15,58,1,10,0
2021-03-13,Indiana Hoosiers,@ Michigan,loss,1,3,4,50,20,135,0.222,49,5,6,45,1,16,60,24,140,0.257,60,12,10,63,1,4,0
2021-03-20,Indiana Hoosiers,@  Northwestern,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,41,14,95,0.284,35,7,8,33,1,12,0
2021-03-21,Indiana Hoosiers,@  Northwestern,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,52,22,131,0.229,47,8,10,46,2,27,0
2021-03-26,Indiana Hoosiers,@ Illinois,loss,0,3,3,31,20,93,0.118,29,1,3,30,1,4,0,0,0,0,0,0,0,0,0,0,0
2021-03-27,Indiana Hoosiers,@ Illinois,loss,1,3,4,44,29,125,0.12,34,1,8,48,2,14,0,0,0,0,0,0,0,0,0,0,0
2021-08-27,Indiana Hoosiers,"UIC @ Indianapolis, Ind.",win,3,0,3,38,11,96,0.281,34,5,8,56,4,16,30,23,118,0.059,27,4,8,46,0,8,NA
2021-08-28,Indiana Hoosiers,"Bowling Green @ Indianapolis, IN",win,3,2,5,58,17,165,0.248,55,8,18,72,3,14,61,21,165,0.242,60,4,11,83,1,9,NA
2021-08-28,Indiana Hoosiers,@ Butler,win,3,0,3,36,19,109,0.156,35,1,11,46,5,18,28,27,107,0.009,27,5,9,45,2,6,NA
2021-09-03,Indiana Hoosiers,@ Western Mich.,loss,2,3,5,60,21,140,0.279,58,8,10,57,8,14,56,22,152,0.224,46,7,6,57,4,2,NA
2021-09-04,Indiana Hoosiers,"Purdue Fort Wayne @ Kalamazoo, Mich.",win,3,0,3,40,15,81,0.309,37,5,7,33,0,14,31,17,83,0.169,31,0,10,23,3,6,NA
2021-09-04,Indiana Hoosiers,"Southeast Mo. St. @ Kalamazoo, MI",win,3,2,5,54,23,192,0.161,53,6,9,71,11,4,58,28,187,0.16,52,3,6,85,8,2,NA
2021-09-09,Indiana Hoosiers,"Mississippi St. @ Atlanta, Ga.",loss,2,3,5,63,32,195,0.159,58,4,18,88,1,30,61,36,194,0.129,56,5,10,84,1,20,NA
2021-09-10,Indiana Hoosiers,"Oklahoma @ Atlanta, GA",loss,2,3,5,63,25,172,0.221,59,7,6,60,2,14,62,19,153,0.281,57,7,10,64,0,24,NA
2021-09-10,Indiana Hoosiers,@ Georgia Tech,loss,1,3,4,51,24,140,0.193,48,3,15,60,3,12,50,16,134,0.254,46,5,9,57,7,16,NA
2021-09-16,Indiana Hoosiers,Alabama A&M,win,3,0,3,42,13,84,0.345,34,10,6,36,0,8,15,12,66,0.045,12,1,7,19,0,6,NA
2021-09-17,Indiana Hoosiers,Chicago St.,loss,0,3,3,43,21,131,0.168,40,4,8,40,1,12,37,13,108,0.222,32,2,4,40,6,14,NA
2021-09-17,Indiana Hoosiers,Ole Miss,loss,0,3,3,45,13,120,0.267,43,1,14,44,5,2,42,14,108,0.259,37,7,8,48,0,10,NA
2021-09-24,Indiana Hoosiers,Michigan St.,win,3,0,3,36,15,105,0.2,29,1,7,48,1,4,36,22,117,0.12,29,1,13,43,1,16,NA
2021-09-26,Indiana Hoosiers,Purdue,loss,0,3,3,27,26,108,0.009,24,5,10,37,4,0,30,13,86,0.198,28,4,6,44,1,22,NA
2021-09-29,Indiana Hoosiers,@ Ohio St.,loss,0,3,3,35,20,107,0.14,30,2,6,40,3,6,44,11,102,0.324,41,4,6,44,0,21,NA
2021-10-02,Indiana Hoosiers,Penn St.,loss,1,3,4,50,22,164,0.171,45,3,7,62,4,4,55,21,159,0.214,48,7,11,66,1,24,NA
2021-10-08,Indiana Hoosiers,@ Rutgers,win,3,1,4,47,20,138,0.196,39,9,9,62,10,10,43,27,138,0.116,38,5,10,60,2,12,NA
2021-10-09,Indiana Hoosiers,@ Maryland,loss,0,3,3,31,23,126,0.063,29,4,6,43,2,4,43,12,104,0.298,43,3,5,59,1,26,NA
2021-10-13,Indiana Hoosiers,@ Nebraska,loss,0,3,3,23,17,105,0.057,21,3,5,36,2,10,46,9,97,0.381,40,4,5,58,0,15,NA
2021-10-17,Indiana Hoosiers,@ Minnesota,loss,0,3,3,37,19,114,0.158,36,1,6,46,2,4,46,8,106,0.358,42,4,4,49,0,8,NA
2021-10-20,Indiana Hoosiers,Michigan,loss,0,3,3,33,13,97,0.206,32,2,7,38,1,4,46,7,97,0.402,39,8,8,47,0,12,NA
2021-10-24,Indiana Hoosiers,Rutgers,win,3,2,5,71,26,186,0.242,60,9,13,77,3,6,58,11,154,0.305,52,3,15,74,1,22,NA
2021-10-27,Indiana Hoosiers,Minnesota,loss,0,3,3,27,19,121,0.066,24,2,6,46,3,2,46,12,112,0.304,40,3,8,63,5,10,NA
2021-10-30,Indiana Hoosiers,Northwestern,loss,1,3,4,37,20,134,0.127,33,1,7,59,2,2,58,15,147,0.293,52,8,12,69,2,14,NA
2021-11-05,Indiana Hoosiers,@ Iowa,loss,1,3,4,53,16,132,0.28,49,3,7,38,3,6,61,19,125,0.336,59,7,9,48,0,10,NA
2021-11-07,Indiana Hoosiers,@ Northwestern,loss,1,3,4,42,18,129,0.186,37,7,9,45,6,2,60,26,136,0.25,54,9,10,60,4,6,NA
2021-11-12,Indiana Hoosiers,@ Illinois,loss,0,3,3,25,19,90,0.067,24,2,3,28,0,8,47,11,94,0.383,45,5,7,40,1,12,NA
2021-11-14,Indiana Hoosiers,Nebraska,loss,1,3,4,38,14,147,0.163,34,2,12,66,3,16,62,27,167,0.21,57,6,10,79,2,6,NA
2021-11-19,Indiana Hoosiers,Illinois,loss,0,3,3,27,17,102,0.098,22,1,8,38,1,2,41,12,94,0.309,34,6,11,45,2,12,NA
2021-11-21,Indiana Hoosiers,Iowa,win,3,0,3,39,8,102,0.304,37,10,4,48,3,6,37,19,107,0.168,36,1,6,43,1,2,NA
2021-11-26,Indiana Hoosiers,@ Purdue,loss,1,3,4,51,36,143,0.105,46,3,4,56,3,6,52,13,124,0.315,51,2,5,49,2,28,NA
2021-11-27,Indiana Hoosiers,@ Wisconsin,loss,0,3,3,21,25,85,-0.047,19,4,7,21,2,0,34,8,66,0.394,32,8,4,36,1,22,NA
