date,team_name,opponent,w_l,set_wins,set_loss,s,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,block_solos,block_assists,opp_kills,opp_errors,opp_total_attacks,opp_hit_pct,opp_assists,opp_aces,opp_serr,opp_digs,opp_block_solos,opp_block_assists,ms
2021-11-21,"Maryland Terrapins, Terps",@ Illinois,loss,0,3,3,30,18,102,0.118,25,1,5,38,0,8,45,11,104,0.327,43,6,8,46,2,10,NA
2021-11-26,"Maryland Terrapins, Terps",Ohio St.,loss,0,3,3,29,15,95,0.147,25,6,3,30,1,18,53,14,110,0.355,45,4,9,46,1,8,NA
2021-11-27,"Maryland Terrapins, Terps",Minnesota,loss,1,3,4,45,27,181,0.099,43,9,8,78,5,26,59,29,180,0.167,55,4,1,96,2,22,NA
2022-08-26,"Maryland Terrapins, Terps",Rhode Island,win,3,0,3,49,10,94,0.415,40,5,9,41,1,16,22,18,90,0.044,19,0,2,27,0,4,NA
2022-08-26,"Maryland Terrapins, Terps",Navy,win,3,0,3,33,7,69,0.377,29,7,6,34,1,26,31,25,94,0.064,31,2,8,27,0,6,NA
2022-08-27,"Maryland Terrapins, Terps",FGCU,loss,1,3,4,39,15,120,0.2,35,6,3,42,1,22,59,23,133,0.271,57,11,10,59,0,8,NA
2022-09-02,"Maryland Terrapins, Terps","Georgetown @ Stony Brook, NY",win,3,0,3,40,8,78,0.41,37,10,4,33,2,16,27,18,84,0.107,26,1,7,28,0,4,NA
2022-09-02,"Maryland Terrapins, Terps",@ Stony Brook,win,3,0,3,34,10,98,0.245,29,7,8,45,2,24,32,29,111,0.027,30,2,4,49,0,4,NA
2022-09-03,"Maryland Terrapins, Terps","South Fla. @ Stony Brook, NY",loss,2,3,5,39,24,110,0.136,35,8,8,38,3,24,52,26,129,0.202,52,11,12,40,1,4,NA
2022-09-09,"Maryland Terrapins, Terps",@ San Diego St.,win,3,1,4,50,17,114,0.289,47,12,11,46,2,18,41,20,117,0.179,38,7,9,40,1,8,NA
2022-09-09,"Maryland Terrapins, Terps","Sacramento St. @ San Diego, Calif.",win,3,1,4,45,25,129,0.155,43,9,10,62,0,22,48,34,162,0.086,45,7,10,54,1,18,NA
2022-09-10,"Maryland Terrapins, Terps","Arizona @ San Diego, Calif.",loss,2,3,5,57,27,178,0.169,56,9,9,76,2,22,63,24,172,0.227,56,5,10,73,0,25,NA
2022-09-16,"Maryland Terrapins, Terps","Mercer @ Charlottesville, VA",win,3,1,4,46,20,129,0.202,40,7,7,42,0,35,48,30,126,0.143,43,7,11,51,1,4,NA
2022-09-16,"Maryland Terrapins, Terps","East Carolina @ Charlottesville, VA",win,3,0,3,50,12,105,0.362,45,8,5,46,0,16,32,13,97,0.196,31,4,3,39,0,4,NA
2022-09-17,"Maryland Terrapins, Terps",@ Virginia,win,3,0,3,37,16,93,0.226,34,8,9,33,2,24,31,22,94,0.096,31,2,6,33,2,10,NA
2022-09-23,"Maryland Terrapins, Terps",@ Illinois,loss,1,3,4,37,21,122,0.131,29,5,8,48,1,22,55,23,140,0.229,50,5,13,53,2,6,NA
2022-09-25,"Maryland Terrapins, Terps",Indiana,loss,2,3,5,50,23,130,0.208,46,8,17,38,3,20,58,25,133,0.248,51,11,18,47,1,12,NA
2022-09-30,"Maryland Terrapins, Terps",Michigan St.,loss,2,3,5,50,21,129,0.225,43,10,8,38,0,28,60,27,141,0.234,52,7,7,54,1,10,NA
2022-10-02,"Maryland Terrapins, Terps",Nebraska,loss,1,3,4,43,34,152,0.059,36,4,6,61,0,37,46,29,152,0.112,42,7,5,60,2,22,NA
2022-10-07,"Maryland Terrapins, Terps",Illinois,loss,0,3,3,29,15,105,0.133,26,4,4,42,2,17,52,20,121,0.264,48,3,6,54,1,10,NA
2022-10-09,"Maryland Terrapins, Terps",@ Rutgers,win,3,0,3,41,12,100,0.29,38,6,4,48,2,18,31,21,116,0.086,29,1,5,40,3,2,NA
2022-10-14,"Maryland Terrapins, Terps",@ Northwestern,win,3,0,3,41,11,102,0.294,34,3,4,35,2,23,41,22,111,0.171,40,3,8,44,0,6,NA
2022-10-16,"Maryland Terrapins, Terps",@ Purdue,win,3,0,3,41,17,113,0.212,39,6,3,54,2,21,35,21,122,0.115,32,5,4,47,2,14,NA
2022-10-21,"Maryland Terrapins, Terps",Penn St.,loss,1,3,4,43,17,108,0.241,40,6,2,35,4,22,65,29,138,0.261,60,13,11,43,2,10,NA
2022-10-22,"Maryland Terrapins, Terps",Northwestern,loss,0,3,3,37,18,110,0.173,35,5,2,38,2,18,49,16,112,0.295,46,3,4,46,2,10,NA
2022-10-27,"Maryland Terrapins, Terps",@ Iowa,win,3,1,4,48,16,134,0.239,38,6,3,60,2,22,59,26,155,0.213,48,5,9,57,1,13,NA
2022-10-29,"Maryland Terrapins, Terps",@ Nebraska,loss,0,3,3,24,24,96,0,23,0,6,41,1,8,38,13,95,0.263,34,6,5,46,0,24,NA
2022-11-02,"Maryland Terrapins, Terps",@ Penn St.,loss,1,3,4,51,19,127,0.252,49,2,9,48,2,18,63,23,149,0.268,60,5,8,52,1,16,NA
2022-11-06,"Maryland Terrapins, Terps",Iowa,win,3,1,4,54,20,143,0.238,44,6,10,61,6,12,49,30,147,0.129,42,5,10,65,1,16,NA
2022-11-11,"Maryland Terrapins, Terps",@ Minnesota,loss,0,3,3,27,22,115,0.043,26,3,5,46,1,7,39,10,101,0.287,35,7,1,55,1,10,NA
2022-11-12,"Maryland Terrapins, Terps",@ Wisconsin,loss,0,3,3,42,18,110,0.218,41,0,4,44,0,13,48,9,113,0.345,45,4,4,45,2,8,NA
2022-11-18,"Maryland Terrapins, Terps",Ohio St.,win,3,1,4,49,16,162,0.204,47,6,5,86,3,29,52,31,162,0.13,50,2,2,97,1,14,NA
2022-11-19,"Maryland Terrapins, Terps",Michigan,loss,1,3,4,49,32,171,0.099,43,4,5,85,2,20,52,24,152,0.184,51,10,3,89,2,24,NA
2022-11-23,"Maryland Terrapins, Terps",Purdue,loss,1,3,4,47,35,178,0.067,44,2,1,83,1,37,53,34,190,0.1,49,10,5,84,5,22,NA
2022-11-25,"Maryland Terrapins, Terps",@ Indiana,win,3,2,5,40,24,137,0.117,39,2,9,58,3,26,58,34,158,0.152,55,7,17,65,3,18,NA
2023-08-25,"Maryland Terrapins, Terps","FIU @ Miami, FL",win,3,1,4,53,23,118,0.254,46,7,15,46,3,18,43,22,119,0.176,36,3,16,39,0,14,NA
2023-08-25,"Maryland Terrapins, Terps",@ Miami (FL),loss,1,3,4,51,17,130,0.262,45,6,14,43,0,10,60,11,131,0.374,53,7,13,55,0,14,NA
2023-08-26,"Maryland Terrapins, Terps","Lamar University @ Miami, FL",win,3,0,3,44,18,101,0.257,38,9,9,42,0,14,20,16,83,0.048,20,2,5,32,1,16,NA
2023-09-01,"Maryland Terrapins, Terps","Old Dominion @ Annapolis, MD",win,3,0,3,43,8,85,0.412,39,6,11,28,3,14,31,19,84,0.143,29,5,5,28,1,4,NA
2023-09-02,"Maryland Terrapins, Terps","Utah Valley @ Annapolis, MD",win,3,1,4,55,20,119,0.294,53,11,10,42,1,18,46,22,121,0.198,45,4,7,42,1,20,NA
2023-09-03,"Maryland Terrapins, Terps",@ Navy,loss,0,3,3,34,13,93,0.226,33,2,16,36,1,12,41,19,107,0.206,39,5,12,38,2,6,NA
2023-09-08,"Maryland Terrapins, Terps",Coastal Carolina,win,3,2,5,65,25,157,0.255,61,6,9,55,0,19,64,25,158,0.247,60,5,14,61,2,18,NA
2023-09-09,"Maryland Terrapins, Terps",Princeton,win,3,0,3,48,19,105,0.276,42,3,7,35,5,15,36,19,98,0.173,35,3,4,31,3,8,NA
2023-09-10,"Maryland Terrapins, Terps",@ Howard,win,3,0,3,40,8,73,0.438,39,8,4,24,0,14,38,14,81,0.296,35,2,11,21,0,2,NA
2023-09-15,"Maryland Terrapins, Terps","Le Moyne @ Fort Myers, FL",win,3,0,3,38,7,70,0.443,33,8,6,33,1,20,16,22,75,-0.08,15,2,5,21,0,6,NA
2023-09-16,"Maryland Terrapins, Terps","Fla. Atlantic @ Fort Myers, FL",win,3,0,3,49,13,117,0.308,41,1,5,44,1,22,41,17,113,0.212,39,1,7,38,0,10,NA
2023-09-16,"Maryland Terrapins, Terps",@ FGCU,win,3,2,5,51,26,145,0.172,48,2,13,54,4,20,49,34,149,0.101,44,10,9,55,1,24,NA
2023-09-22,"Maryland Terrapins, Terps",Purdue,loss,1,3,4,53,29,129,0.186,51,0,8,45,1,15,48,18,126,0.238,44,5,8,43,2,22,NA
2023-09-24,"Maryland Terrapins, Terps",Michigan,win,3,0,3,34,10,81,0.296,31,7,6,38,2,24,33,19,96,0.146,32,4,13,35,2,4,NA
2023-09-27,"Maryland Terrapins, Terps",@ Rutgers,win,3,1,4,52,11,123,0.333,47,5,9,49,0,10,50,20,125,0.24,49,5,10,56,2,6,NA
2023-10-01,"Maryland Terrapins, Terps",@ Ohio St.,loss,0,3,3,20,30,102,-0.098,18,3,7,43,0,16,31,18,100,0.13,26,6,13,45,4,22,NA
2023-10-06,"Maryland Terrapins, Terps",Minnesota,win,3,2,5,57,32,174,0.144,51,8,10,74,2,30,52,31,170,0.124,48,6,15,75,0,22,NA
2023-10-07,"Maryland Terrapins, Terps",Indiana,loss,0,3,3,39,19,115,0.174,37,3,3,56,0,16,45,11,122,0.279,41,8,3,49,0,10,NA
2023-10-13,"Maryland Terrapins, Terps",@ Northwestern,loss,1,3,4,51,27,155,0.155,46,6,7,68,3,14,55,19,153,0.235,53,5,6,71,0,16,NA
2023-10-15,"Maryland Terrapins, Terps",@ Wisconsin,loss,0,3,3,23,20,103,0.029,21,2,3,39,0,12,44,12,103,0.311,41,7,6,53,1,14,NA
2023-10-20,"Maryland Terrapins, Terps",Illinois,loss,2,3,5,57,36,180,0.117,50,5,12,74,0,8,50,18,153,0.209,47,9,15,67,5,24,NA
2023-10-21,"Maryland Terrapins, Terps",Iowa,win,3,1,4,48,19,119,0.244,40,11,2,60,3,8,44,17,128,0.211,42,7,13,47,1,6,NA
2023-10-27,"Maryland Terrapins, Terps",@ Nebraska,loss,0,3,3,21,19,88,0.023,18,2,7,24,2,8,44,14,86,0.349,40,5,7,43,0,17,NA
2023-10-28,"Maryland Terrapins, Terps",@ Iowa,win,3,0,3,42,11,92,0.337,36,12,6,39,2,13,28,18,92,0.109,26,2,3,31,2,10,NA
2023-11-03,"Maryland Terrapins, Terps",@ Michigan St.,loss,0,3,3,26,15,103,0.107,25,1,10,39,1,12,41,22,114,0.167,37,8,4,54,2,14,NA
2023-11-05,"Maryland Terrapins, Terps",@ Michigan,loss,0,3,3,32,24,102,0.078,29,6,3,30,1,8,40,14,94,0.277,38,7,3,42,3,14,NA
2023-11-10,"Maryland Terrapins, Terps",Wisconsin,loss,0,3,3,27,23,107,0.037,24,1,5,35,0,2,41,3,80,0.475,40,5,7,40,4,18,NA
2023-11-12,"Maryland Terrapins, Terps",Ohio St.,win,3,0,3,42,10,111,0.288,40,7,6,51,1,20,41,18,117,0.197,39,8,8,48,3,10,NA
2023-11-17,"Maryland Terrapins, Terps",@ Indiana,loss,1,3,4,46,25,143,0.147,45,3,9,63,2,14,59,23,151,0.238,58,5,12,62,3,12,NA
2023-11-18,"Maryland Terrapins, Terps",@ Purdue,loss,0,3,3,39,24,130,0.115,36,4,4,51,3,21,43,22,136,0.154,40,7,5,53,0,18,NA
2023-11-22,"Maryland Terrapins, Terps",Penn St.,loss,0,3,3,26,15,88,0.125,25,1,6,30,0,6,39,8,85,0.365,36,14,4,44,2,10,NA
2023-11-24,"Maryland Terrapins, Terps",Rutgers,win,3,2,5,57,24,143,0.231,54,4,9,47,2,18,52,22,132,0.227,51,9,7,48,1,12,NA
2021-01-23,Michigan St. Spartans,@ Minnesota,loss,0,3,3,38,21,110,0.155,37,6,7,39,0,2,46,8,99,0.384,40,2,5,44,4,8,0
2021-01-24,Michigan St. Spartans,@ Minnesota,loss,0,3,3,34,21,117,0.111,32,1,9,44,1,10,38,17,111,0.189,34,6,3,54,0,16,0
2021-01-30,Michigan St. Spartans,@  Michigan,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,40,12,99,0.283,38,4,7,46,3,10,0
2021-01-31,Michigan St. Spartans,Ohio St.,loss,0,3,3,30,23,111,0.063,28,1,5,39,2,2,67,26,170,0.241,63,2,9,71,1,14,0
2021-02-01,Michigan St. Spartans,Ohio St.,loss,2,3,5,54,23,160,0.194,48,4,9,62,2,14,43,23,117,0.171,40,5,6,51,2,10,0
2021-02-12,Michigan St. Spartans,@ Maryland,win,3,1,4,58,17,136,0.301,53,5,9,49,0,14,42,23,102,0.186,40,10,11,50,5,10,0
2021-02-13,Michigan St. Spartans,@ Maryland,win,3,1,4,52,18,131,0.26,45,8,23,27,1,16,54,23,154,0.201,54,8,14,68,2,14,0
2021-02-17,Michigan St. Spartans,Michigan,loss,1,3,4,47,24,143,0.161,45,7,10,68,2,10,37,6,78,0.397,31,7,5,33,0,10,0
2021-02-20,Michigan St. Spartans,Wisconsin,loss,0,3,3,27,21,84,0.071,26,3,9,33,1,8,49,14,116,0.302,47,4,10,61,9,10,0
2021-02-21,Michigan St. Spartans,Wisconsin,loss,1,3,4,39,28,140,0.079,39,9,11,50,4,4,44,11,96,0.344,37,3,6,45,3,8,0
2021-02-27,Michigan St. Spartans,@  Illinois,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,32,7,77,0.325,26,7,10,27,1,8,0
2021-02-28,Michigan St. Spartans,@  Illinois,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,44,29,142,0.106,44,7,9,46,1,12,0
2021-03-05,Michigan St. Spartans,@  Northwestern,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,44,20,119,0.202,37,5,4,51,0,10,0
2021-03-06,Michigan St. Spartans,@  Northwestern,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,58,25,160,0.206,55,14,13,61,3,18,0
2021-03-12,Michigan St. Spartans,@  Purdue,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,51,19,128,0.25,45,17,9,49,0,4,0
2021-03-13,Michigan St. Spartans,@  Purdue,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-19,Michigan St. Spartans,Penn St.,loss,0,3,3,27,19,98,0.082,27,3,8,33,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-20,Michigan St. Spartans,Penn St.,loss,0,3,3,25,19,82,0.073,23,2,13,33,2,2,0,0,0,0,0,0,0,0,0,0,0
2021-03-26,Michigan St. Spartans,@ Iowa,win,3,1,4,51,24,128,0.211,50,4,5,57,0,22,0,0,0,0,0,0,0,0,0,0,0
2021-03-27,Michigan St. Spartans,@ Iowa,loss,0,3,3,36,19,116,0.147,34,3,7,48,0,24,0,0,0,0,0,0,0,0,0,0,0
2021-04-02,Michigan St. Spartans,Rutgers,loss,2,3,5,62,30,167,0.192,58,5,5,67,4,16,0,0,0,0,0,0,0,0,0,0,0
2021-04-03,Michigan St. Spartans,Rutgers,loss,1,3,4,54,17,130,0.285,49,2,6,52,1,14,0,0,0,0,0,0,0,0,0,0,0
2021-08-27,Michigan St. Spartans,Western Mich.,win,3,0,3,43,11,107,0.299,40,7,7,45,2,9,39,21,110,0.164,37,6,8,49,1,6,NA
2021-08-28,Michigan St. Spartans,Canisius,win,3,0,3,39,12,88,0.307,38,10,8,43,1,10,23,16,90,0.078,22,1,7,34,1,4,NA
2021-08-28,Michigan St. Spartans,Wright St.,loss,2,3,5,57,34,164,0.14,51,3,15,64,4,4,47,20,141,0.191,43,8,13,66,2,18,NA
2021-09-03,Michigan St. Spartans,"Utah Tech @ Provo, UT",win,3,0,3,41,12,85,0.341,39,7,9,35,7,12,30,22,88,0.091,30,4,5,28,1,0,NA
2021-09-03,Michigan St. Spartans,"Weber St. @ Provo, UT",win,3,0,3,50,11,108,0.361,49,5,6,53,3,18,36,17,113,0.168,35,8,2,42,0,4,NA
2021-09-04,Michigan St. Spartans,@ BYU,loss,0,3,3,30,25,105,0.048,29,3,3,43,1,10,39,15,105,0.229,38,8,6,45,1,8,NA
2021-09-17,Michigan St. Spartans,Oakland,win,3,0,3,49,13,97,0.371,44,4,12,37,0,12,30,16,87,0.161,27,0,6,34,1,10,NA
2021-09-18,Michigan St. Spartans,IUPUI,win,3,0,3,32,15,71,0.239,29,6,13,26,0,16,20,23,73,-0.041,20,6,9,22,0,12,NA
2021-09-18,Michigan St. Spartans,Central Mich.,win,3,1,4,53,14,128,0.305,49,4,8,63,1,18,50,25,145,0.172,49,3,8,58,1,6,NA
2021-09-24,Michigan St. Spartans,@ Indiana,loss,0,3,3,36,22,117,0.12,29,1,13,43,1,16,36,15,105,0.2,29,1,7,48,1,4,NA
2021-09-26,Michigan St. Spartans,@ Michigan,loss,1,3,4,57,30,153,0.176,55,13,13,59,0,14,51,16,137,0.255,46,6,9,57,4,12,NA
2021-10-01,Michigan St. Spartans,@ Iowa,win,3,0,3,46,12,105,0.324,43,7,5,44,1,8,38,15,110,0.209,35,4,6,39,0,9,NA
2021-10-03,Michigan St. Spartans,@ Nebraska,loss,0,3,3,30,21,114,0.079,28,3,9,47,0,12,41,13,112,0.25,38,4,8,60,3,8,NA
2021-10-08,Michigan St. Spartans,Ohio St.,loss,0,3,3,36,20,109,0.147,35,2,9,26,2,16,46,22,98,0.245,45,4,7,42,1,20,NA
2021-10-09,Michigan St. Spartans,Minnesota,loss,1,3,4,46,19,133,0.203,45,7,9,56,1,22,61,25,151,0.238,54,7,10,59,1,8,NA
2021-10-15,Michigan St. Spartans,Wisconsin,loss,0,3,3,28,30,102,-0.02,26,3,3,39,0,4,39,11,93,0.301,35,2,6,40,1,16,NA
2021-10-16,Michigan St. Spartans,Maryland,loss,1,3,4,58,27,154,0.201,57,5,14,59,2,10,45,13,128,0.25,40,7,4,60,2,20,NA
2021-10-20,Michigan St. Spartans,@ Purdue,win,3,2,5,67,17,160,0.312,63,7,16,56,0,18,62,30,154,0.208,58,4,2,69,1,12,NA
2021-10-23,Michigan St. Spartans,@ Maryland,loss,1,3,4,49,24,148,0.169,45,6,16,55,1,10,50,19,135,0.23,43,9,11,63,4,20,NA
2021-10-29,Michigan St. Spartans,Iowa,loss,1,3,4,50,30,123,0.163,50,6,16,38,3,12,45,21,107,0.224,41,5,9,39,2,14,NA
2021-10-31,Michigan St. Spartans,@ Ohio St.,loss,1,3,4,41,21,130,0.154,40,4,12,54,2,24,52,27,142,0.176,48,5,14,63,2,14,NA
2021-11-05,Michigan St. Spartans,@ Rutgers,win,3,1,4,48,18,124,0.242,42,13,9,45,3,22,44,27,126,0.135,42,9,8,48,2,6,NA
2021-11-06,Michigan St. Spartans,@ Penn St.,loss,2,3,5,69,19,158,0.316,65,3,13,71,1,18,71,21,171,0.292,66,3,14,61,3,16,NA
2021-11-12,Michigan St. Spartans,Rutgers,win,3,0,3,43,19,102,0.235,41,7,8,39,0,10,32,14,90,0.2,32,3,8,32,2,16,NA
2021-11-13,Michigan St. Spartans,Penn St.,loss,1,3,4,40,22,126,0.143,38,5,9,51,0,22,60,25,144,0.243,58,6,9,62,1,17,NA
2021-11-19,Michigan St. Spartans,@ Wisconsin,loss,1,3,4,55,30,158,0.158,48,3,9,62,1,16,60,20,148,0.27,60,8,6,62,0,24,NA
2021-11-21,Michigan St. Spartans,Michigan,loss,0,3,3,38,19,116,0.164,37,3,2,53,1,20,45,12,116,0.284,43,5,5,51,2,10,NA
2021-11-26,Michigan St. Spartans,Illinois,loss,0,3,3,26,20,89,0.067,25,3,5,34,1,4,38,10,84,0.333,37,11,6,35,0,14,NA
2021-11-27,Michigan St. Spartans,Northwestern,loss,2,3,5,66,18,149,0.322,65,7,10,54,0,24,68,24,158,0.278,64,3,13,60,0,10,NA
2022-08-26,Michigan St. Spartans,Louisiana,win,3,2,5,73,32,188,0.218,67,6,11,77,3,20,57,27,172,0.174,55,6,5,70,5,22,NA
2022-08-27,Michigan St. Spartans,Eastern Mich.,win,3,2,5,63,30,148,0.223,59,7,10,54,1,18,47,23,135,0.178,43,8,10,43,1,10,NA
2022-08-27,Michigan St. Spartans,Fairfield,win,3,0,3,48,19,115,0.252,45,8,6,50,2,6,21,12,86,0.105,19,3,6,39,0,18,NA
2022-09-02,Michigan St. Spartans,"UAlbany @ Annapolis, MD",win,3,0,3,42,14,82,0.341,38,6,6,34,2,16,24,19,82,0.061,24,7,9,20,2,8,NA
2022-09-02,Michigan St. Spartans,@ Navy,win,3,1,4,42,14,85,0.329,41,17,12,29,2,18,35,21,93,0.151,32,2,11,19,1,6,NA
2022-09-03,Michigan St. Spartans,"VCU @ Annapolis, MD",win,3,2,5,63,24,156,0.25,59,8,7,65,0,12,46,27,151,0.126,44,6,10,49,1,16,NA
2022-09-09,Michigan St. Spartans,@ North Carolina,loss,0,3,3,40,23,113,0.15,38,1,5,50,1,8,44,15,115,0.252,37,7,3,43,1,16,NA
2022-09-10,Michigan St. Spartans,@ Duke,loss,2,3,5,50,29,153,0.137,44,6,8,57,0,14,54,24,148,0.203,51,11,10,61,1,14,NA
2022-09-16,Michigan St. Spartans,Oakland,win,3,0,3,47,9,80,0.475,42,4,10,30,1,10,26,17,80,0.112,24,1,6,19,2,0,NA
2022-09-17,Michigan St. Spartans,Chicago St.,win,3,1,4,67,25,147,0.286,62,8,9,70,0,10,38,13,134,0.187,36,7,6,41,0,20,NA
2022-09-17,Michigan St. Spartans,Evansville,win,3,0,3,36,14,80,0.275,33,8,3,34,2,24,31,22,93,0.097,27,1,6,22,1,4,NA
2022-09-23,Michigan St. Spartans,@ Nebraska,loss,0,3,3,27,12,88,0.17,25,1,15,37,1,16,43,19,107,0.224,39,1,10,43,2,8,NA
2022-09-25,Michigan St. Spartans,@ Rutgers,loss,2,3,5,49,42,159,0.044,45,6,6,71,2,14,51,21,150,0.2,47,6,15,60,7,24,NA
2022-09-30,Michigan St. Spartans,@ Maryland,win,3,2,5,60,27,141,0.234,52,7,7,54,1,10,50,21,129,0.225,43,10,8,38,0,28,NA
2022-10-02,Michigan St. Spartans,@ Penn St.,loss,1,3,4,40,21,122,0.156,36,4,18,33,2,16,50,23,114,0.237,48,7,13,42,0,12,NA
2022-10-06,Michigan St. Spartans,Nebraska,loss,0,3,3,26,23,96,0.031,24,5,5,29,1,6,40,11,81,0.358,35,5,7,32,2,14,NA
2022-10-09,Michigan St. Spartans,Minnesota,loss,0,3,3,34,19,93,0.161,31,1,8,21,3,2,43,8,76,0.461,40,4,5,26,1,14,NA
2022-10-14,Michigan St. Spartans,Michigan,loss,0,3,3,42,16,110,0.236,39,1,9,36,0,18,49,19,108,0.278,45,5,5,45,1,18,NA
2022-10-16,Michigan St. Spartans,@ Indiana,loss,2,3,5,58,21,163,0.227,52,4,16,70,4,10,63,26,173,0.214,53,9,13,72,4,10,NA
2022-10-21,Michigan St. Spartans,@ Wisconsin,loss,0,3,3,26,18,86,0.093,24,3,9,30,1,14,43,13,89,0.337,39,4,10,34,1,18,NA
2022-10-23,Michigan St. Spartans,Indiana,loss,2,3,5,54,27,144,0.188,48,4,16,59,1,10,57,24,146,0.226,52,5,12,55,7,16,NA
2022-10-26,Michigan St. Spartans,@ Minnesota,loss,0,3,3,27,22,95,0.053,27,2,5,35,1,8,39,10,89,0.326,36,8,5,39,1,18,NA
2022-10-30,Michigan St. Spartans,@ Michigan,loss,0,3,3,36,22,109,0.128,32,3,6,41,2,10,42,16,104,0.25,39,3,3,39,2,22,NA
2022-11-04,Michigan St. Spartans,Purdue,loss,1,3,4,42,18,124,0.194,40,5,9,57,1,10,57,21,139,0.259,50,6,13,52,1,16,NA
2022-11-05,Michigan St. Spartans,Ohio St.,loss,0,3,3,31,25,107,0.056,30,5,5,41,1,8,43,14,105,0.276,38,3,5,44,2,16,NA
2022-11-11,Michigan St. Spartans,Illinois,loss,0,3,3,39,25,111,0.126,38,3,4,45,2,14,41,17,105,0.229,38,4,9,39,0,20,NA
2022-11-12,Michigan St. Spartans,Northwestern,win,3,0,3,39,11,111,0.252,35,5,9,49,1,14,27,20,105,0.067,24,4,6,49,0,10,NA
2022-11-18,Michigan St. Spartans,@ Illinois,loss,1,3,4,48,26,145,0.152,44,6,8,60,1,8,53,24,143,0.203,49,7,11,58,0,22,NA
2022-11-20,Michigan St. Spartans,@ Northwestern,win,3,0,3,46,14,115,0.278,42,6,9,44,2,12,46,24,123,0.179,45,3,4,46,0,8,NA
2022-11-23,Michigan St. Spartans,Rutgers,win,3,1,4,55,16,128,0.305,50,7,6,67,7,16,51,22,150,0.193,45,6,10,47,1,12,NA
2022-11-26,Michigan St. Spartans,Iowa,loss,2,3,5,71,24,147,0.32,67,6,12,61,6,20,53,22,145,0.214,49,4,5,47,6,8,NA
2023-08-25,Michigan St. Spartans,@ Arkansas,loss,0,3,3,26,17,100,0.09,26,1,10,43,2,4,41,9,100,0.32,39,6,9,48,3,14,NA
2023-08-26,Michigan St. Spartans,"Tulsa @ Fayetteville, AR",loss,1,3,4,63,29,178,0.191,58,8,14,79,0,12,38,14,140,0.171,35,5,1,69,2,20,NA
2023-08-27,Michigan St. Spartans,@ Central Ark.,win,3,0,3,40,6,83,0.41,31,6,8,37,4,12,23,19,86,0.047,15,1,3,26,0,0,NA
2023-09-02,Michigan St. Spartans,Belmont,win,3,0,3,41,12,90,0.322,37,7,11,41,2,12,14,23,82,-0.11,14,5,3,30,2,10,NA
2023-09-02,Michigan St. Spartans,Syracuse,win,3,0,3,47,10,87,0.425,44,6,8,35,0,8,28,15,84,0.155,25,3,8,25,3,2,NA
2023-09-03,Michigan St. Spartans,Delaware St.,win,3,0,3,39,16,95,0.242,33,10,8,39,1,10,24,18,90,0.067,23,2,8,31,1,14,NA
2023-09-08,Michigan St. Spartans,Duke,loss,0,3,3,35,16,85,0.224,31,3,11,37,0,6,40,12,99,0.283,39,7,12,28,2,16,NA
2023-09-10,Michigan St. Spartans,North Carolina,win,3,1,4,46,19,105,0.257,44,12,13,43,1,10,36,24,109,0.11,30,8,11,36,1,12,NA
2023-09-15,Michigan St. Spartans,@ UConn,win,3,0,3,42,13,89,0.326,41,2,11,28,2,6,37,18,90,0.211,33,3,11,28,2,4,NA
2023-09-16,Michigan St. Spartans,"Brown @ Mansfield, CT",win,3,1,4,63,17,136,0.338,58,6,10,53,2,22,53,26,140,0.193,46,5,6,42,1,12,NA
2023-09-17,Michigan St. Spartans,"Binghamton @ Mansfield, CT",win,3,1,4,55,20,121,0.289,50,10,12,49,4,4,32,16,104,0.154,27,6,8,36,3,6,NA
2023-09-22,Michigan St. Spartans,@ Michigan,win,3,0,3,38,14,82,0.293,35,8,5,36,2,8,33,15,90,0.2,29,6,13,23,0,12,NA
2023-09-24,Michigan St. Spartans,@ Illinois,loss,2,3,5,60,29,175,0.177,54,8,11,68,2,18,70,27,177,0.243,53,2,13,64,4,26,NA
2023-09-29,Michigan St. Spartans,@ Northwestern,win,3,2,5,65,29,180,0.2,63,7,13,83,1,4,60,18,180,0.233,54,5,15,75,2,26,NA
2023-10-01,Michigan St. Spartans,Rutgers,win,3,1,4,56,23,133,0.248,48,5,13,49,6,12,42,23,124,0.153,39,4,6,46,2,12,NA
2023-10-06,Michigan St. Spartans,Nebraska,loss,1,3,4,34,24,113,0.088,31,4,15,50,0,12,39,20,113,0.168,38,10,15,45,2,10,NA
2023-10-07,Michigan St. Spartans,Northwestern,loss,2,3,5,58,32,180,0.144,54,3,8,72,2,14,65,24,169,0.243,63,6,10,77,4,14,NA
2023-10-13,Michigan St. Spartans,@ Nebraska,loss,1,3,4,36,23,134,0.097,32,2,14,49,0,12,57,18,129,0.302,48,2,14,59,2,18,NA
